,TypeName,make,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
409,F360 Modena Berlinetta,FERRARI,F360,grau mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,4,2000,Benzin,400,rot,41500,"""Ab MFK""",2,Automatik-Getriebe
410,730PS,MERCEDES-BENZ,SLR,anthrazit mét.,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,rot,34500,"""Ab MFK"", ""Tuning""",2,Automatik-Getriebe
411,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,grau mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,schwarz,45500,"""Ab MFK""",2,Automat
412,911 Carrera Targa,PORSCHE,911,grau mét.,Cabriolet,3596,Zuzwil,269 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,1,2002,Benzin,320,schwarz,128000,"""Ab MFK""",4,Schaltgetriebe manuell
413,1600S VC,RENAULT,Alpine A110,grau mét.,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,schwarz,34900,"""Ab MFK""",2,Schaltgetriebe
414,SL 600,MERCEDES-BENZ,SL 600,grau mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,grau,75900,"""Ab MFK""",2,Automat
415,911 Turbo,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,schwarz,74100,"""Ab MFK""",4,Automatik-Getriebe
416,S 55 L AMG,MERCEDES-BENZ,S-CLASS,grau mét.,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,2,2003,Benzin,500,schwarz,73900,"""Ab MFK"", ""Tuning""",5,Automat
417,M3,BMW,M3,grau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,343,schwarz,1600,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
418,740i,BMW,740,grau mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1995,Benzin,286,beige,89200,"""Ab MFK""",5,Automat
419,Gallardo LP560-4 Spyder,LAMBORGHINI,GALLARDO,grau mét.,Cabriolet,5204,Zuzwil,330 g/km,Occasion,G,13.8 l/100km,2,Allrad,4,2011,Benzin,560,schwarz,4900,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
420,null,DODGE,VIPER,grau mét.,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,364,grau,37900,"""Ab MFK""",2,Schaltgetriebe
421,S 65 AMG L,MERCEDES-BENZ,S 65 AMG,anthrazit mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,612,schwarz,97300,"""Ab MFK""",5,Automat sequentiell
422,E 500 Avantgarde,MERCEDES-BENZ,E 500,grau mét.,Limousine,4966,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,5,2003,Benzin,306,beige,29200,"""Ab MFK""",5,Automat sequentiell
423,A8 4.2 quattro,AUDI,A8,grau mét.,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,1,1997,Benzin,300,schwarz,66300,"""Ab MFK""",5,Automat sequentiell
424,Boxster S 3.2,PORSCHE,BOXSTER,grau mét.,Cabriolet,3179,Zuzwil,263 g/km,Occasion,G,10.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,252,schwarz,51000,"""Ab MFK""",2,Schaltgetriebe manuell
425,SL 500,MERCEDES-BENZ,SL 500,grau mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,"""Ab MFK""",2,Automat
426,456 GTA,FERRARI,456,grau mét.,Coupé,5474,Zuzwil,520 g/km,Occasion,null,22.3 l/100km,2,Hinterradantrieb,11,1997,Benzin,442,beige,32500,"""Ab MFK""",4,Automat
427,Cortina Lotus,FORD,CORTINA,grau mét.,Limousine,1558,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1966,null,110,schwarz,69377,null,5,Schaltgetriebe
428,SLK 200,MERCEDES-BENZ,SLK 200,grau mét.,Cabriolet,1796,Zuzwil,149 g/km,Occasion,E,6.4 l/100km,2,Hinterradantrieb,5,2011,Benzin,184,grau,13800,"""Ab MFK""",2,Schaltgetriebe manuell
429,ML 63 AMG 4Matic,MERCEDES-BENZ,ML 63 AMG,grau mét.,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,6,2012,Benzin,510,schwarz,2000,"""Ab MFK""",5,Automat sequentiell
430,S 65 AMG L,MERCEDES-BENZ,S 65 AMG,grau mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,9,2006,Benzin,612,grau,130000,"""Ab MFK""",5,Automat sequentiell
431,323i,BMW,323,grau mét.,Limousine,2315,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1982,Benzin,143,mehrfarbig,238500,"""Ab MFK""",5,Schaltgetriebe
432,CLS 500,MERCEDES-BENZ,CLS 500,anthrazit mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,beige,95400,"""Ab MFK""",4,Automat sequentiell
433,Range Rover 4.6 HSE,LAND ROVER,RANGE ROVER,grau mét.,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,6,1998,Benzin,226,schwarz,42000,"""Ab MFK""",5,Automat
434,911 Carrera 4,PORSCHE,911,grau mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,11,1999,Benzin,300,schwarz,47700,"""Ab MFK""",4,Schaltgetriebe manuell
435,RS6 Avant quattro,AUDI,RS6,grau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,anthrazit,42600,"""Ab MFK""",5,Automat sequentiell
436,Vanquish V12,ASTON MARTIN,V12 Vanquish,grau mét.,Coupé,5935,Zuzwil,396 g/km,Occasion,G,16.7 l/100km,2,Hinterradantrieb,1,2003,Benzin,470,beige,24600,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
437,CL 500,MERCEDES-BENZ,CL 500,grau mét.,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,schwarz,55900,"""Ab MFK""",4,Automat
438,530d GT,BMW,530 Gran Turismo,grau mét.,Limousine,2993,Zuzwil,173 g/km,Occasion,E,6.5 l/100km,5,Hinterradantrieb,1,2010,Diesel,245,beige,67800,"""Ab MFK""",5,Automat sequentiell
439,911 GT2,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,"""Ab MFK""",2,Schaltgetriebe manuell
440,740i,BMW,740,grau mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,"""Ab MFK""",5,Automatik-Getriebe
441,1602,BMW,null,grau mét.,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,"""Ab MFK""",4,Schaltgetriebe manuell
442,3.5,LAND ROVER,RANGE ROVER,grau mét.,SUV / Geländewagen,3530,Zuzwil,null,Occasion,null,null,5,Allrad,3,1989,Benzin,168,grau,151300,null,5,Schaltgetriebe
443,Alpine A310 V6,RENAULT,ALPINE,anthrazit mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,braun,153600,"""Ab MFK""",4,Schaltgetriebe manuell
444,Murena 2.2,TALBOT,MATRA,grau mét.,Coupé,2155,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,4,1982,Benzin,118,grau,182200,"""Ab MFK""",3,Schaltgetriebe manuell
445,SLK 350,MERCEDES-BENZ,SLK 350,grau mét.,Cabriolet,3498,Zuzwil,255 g/km,Occasion,null,10.6 l/100km,2,Hinterradantrieb,3,2008,Benzin,272,schwarz,70400,"""Ab MFK""",2,Automatik-Getriebe
446,BT7 3000 Mk I,AUSTIN-HEALEY,null,grau mét.,Cabriolet,2912,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1960,Benzin,112,schwarz,9999,"""Ab MFK""",2,Schaltgetriebe
447,Cayenne Turbo S,PORSCHE,CAYENNE,grau mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2006,Benzin,521,schwarz,36600,"""Ab MFK""",5,Automat sequentiell
448,HKT,LOTUS,Super Seven,grau mét.,Cabriolet,1781,Zuzwil,null,Occasion,null,null,0,null,9,2002,Benzin,225,schwarz,26800,"""Ab MFK""",0,null
449,Cayenne S,PORSCHE,CAYENNE,grau mét.,SUV / Geländewagen,4511,Zuzwil,380 g/km,Occasion,null,15.8 l/100km,5,Allrad,3,2003,Benzin,340,grau,59900,"""Ab MFK""",5,Automatik-Getriebe
450,Quattroporte 4.7 S,MASERATI,QUATTROPORTE,grau mét.,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,11,2010,Benzin,431,schwarz,29000,"""Ab MFK""",5,Automat sequentiell
451,S 250 CDI BlueEff SS,MERCEDES-BENZ,S 250,grau mét.,Limousine,2143,Zuzwil,146 g/km,Occasion,C,5.5 l/100km,4,Hinterradantrieb,9,2011,Diesel,204,schwarz,43000,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automat sequentiell
452,S 320 CDI,MERCEDES-BENZ,S 320,grau mét.,Limousine,3222,Zuzwil,204 g/km,Occasion,G,7.7 l/100km,4,Hinterradantrieb,2,2004,Diesel,204,schwarz,9900,"""Ab MFK""",5,Automat
453,456M GTA,FERRARI,456,grau mét.,Coupé,5474,Zuzwil,520 g/km,Occasion,G,22.3 l/100km,2,Hinterradantrieb,5,2000,Benzin,442,schwarz,68000,"""Ab MFK""",4,Automat
454,Murciélago 6.2 Roadster,LAMBORGHINI,MURCIÉLAGO,anthrazit mét.,Cabriolet,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,1,2006,Benzin,580,rot,16200,"""Ab MFK""",2,Automatik-Getriebe
455,SL 500,MERCEDES-BENZ,SL 500,grau mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,2,2002,Benzin,306,anthrazit,47300,"""Ab MFK""",2,Automat
456,730i,BMW,730,grün,Limousine,2996,Zuzwil,241 g/km,Occasion,G,10.1 l/100km,4,Hinterradantrieb,9,2007,Benzin,258,beige,114600,"""Ab MFK""",5,Automat
457,M5,BMW,M5,grün,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,9,1999,Benzin,400,grün,54600,"""Ab MFK""",5,Schaltgetriebe manuell
458,Rallye2,SIMCA,null,grün,Coupé,1294,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1976,Benzin,86,null,18200,"""Ab MFK""",0,Schaltgetriebe
459,M3,BMW,M3,grün,Cabriolet,3246,Zuzwil,328 g/km,Occasion,null,13.6 l/100km,2,Hinterradantrieb,12,2002,Benzin,343,braun,52900,"""Ab MFK""",4,Automatik-Getriebe
460,ML 63 AMG 4Matic,MERCEDES-BENZ,ML 63 AMG,grün,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2007,Benzin,510,schwarz,13300,"""Ab MFK""",5,Automat sequentiell
461,R8 Coupé 4.2,AUDI,R8,grün,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,9,2007,Benzin,540,beige,61300,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automatisiertes Schaltgetriebe
462,E 420 Elégance,MERCEDES-BENZ,E 420,grün,Kombi,4196,Zuzwil,326 g/km,Occasion,null,14.3 l/100km,5,Hinterradantrieb,10,1997,Benzin,279,beige,44000,"""Ab MFK""",5,Automat
463,456M GTA,FERRARI,456,grün,Coupé,5474,Zuzwil,520 g/km,Occasion,G,22.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,442,blau,92000,"""Ab MFK""",4,Automat
464,A8 4.2 quattro,AUDI,A8,grün,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,10,1997,Benzin,300,schwarz,63400,"""Ab MFK""",5,Automat
465,Cayenne Turbo,PORSCHE,CAYENNE,anthrazit mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,3,2007,Benzin,540,schwarz,36700,"""Ab MFK""",5,Automat sequentiell
466,MP4-12C Spider 3.8 V8,McLAREN,12C,grün,Cabriolet,3798,Zuzwil,275 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,5,2013,Benzin,626,schwarz,16000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
467,323i,BMW,323,grün,Limousine,2315,Zuzwil,null,Occasion,null,9.6 l/100km,2,Hinterradantrieb,10,1980,Benzin,143,mehrfarbig,176000,"""Ab MFK""",5,Schaltgetriebe
468,M3,BMW,M3,grün,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1987,Benzin,195,mehrfarbig,195800,"""Ab MFK""",4,Schaltgetriebe manuell
469,Z4 2.5i Roadster,BMW,Z4,grün,Cabriolet,2494,Zuzwil,216 g/km,Occasion,G,8.9 l/100km,2,Hinterradantrieb,3,2003,Benzin,192,schwarz,103600,"""Ab MFK""",2,Schaltgetriebe manuell
470,Rally 037 stradale,LANCIA,null,grün,Limousine,2000,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,205,schwarz,13000,null,2,null
471,S 600,MERCEDES-BENZ,S 600,grün,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,schwarz,88500,"""Ab MFK""",4,Automat
472,348 tb,FERRARI,348,grün,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,286,beige,34000,"""Ab MFK""",2,Schaltgetriebe manuell
473,SL 63 AMG,MERCEDES-BENZ,SL 63 AMG,grün,Cabriolet,6209,Zuzwil,328 g/km,Occasion,null,14.1 l/100km,2,Hinterradantrieb,6,2008,Benzin,525,schwarz,62700,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
474,911 Turbo S Cabrio SPEED ART 580PS,PORSCHE,911,grün mét.,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,580,braun,16000,"""Ab MFK"", ""Tuning""",2,Automatisiertes Schaltgetriebe
475,S 500 L,MERCEDES-BENZ,S 500,grün mét.,Limousine,4663,Porrentruy,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,520,schwarz,19900,"""Ab MFK""",5,Automat sequentiell
476,S 65 L / BRABUS T65 S,MERCEDES-BENZ,S 65 AMG,beige,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,2,2007,Benzin,730,schwarz,46000,"""Ab MFK""",5,Automat sequentiell
477,E 60 Carlsson,MERCEDES-BENZ,null,grün mét.,Limousine,6000,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1996,Benzin,400,schwarz,72000,"""Ab MFK"", ""Tuning""",5,Automatik-Getriebe
478,911 Turbo,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2003,Benzin,420,schwarz,38600,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe manuell
479,Diablo SE 30,LAMBORGHINI,DIABLO,grün mét.,Coupé,5704,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,520,schwarz,64800,"""Ab MFK""",2,Schaltgetriebe manuell
480,DBS Volante,ASTON MARTIN,DBS,grün mét.,Cabriolet,5935,Zuzwil,388 g/km,Occasion,G,16.4 l/100km,2,Hinterradantrieb,4,2010,Benzin,517,schwarz,71300,"""Ab MFK""",2,Automat sequentiell
481,Continental Supersports Conv.,BENTLEY,CONTINENTAL,grün mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,9,2010,Benzin,630,mehrfarbig,15000,"""Ab MFK""",2,Automat sequentiell
482,GS 450h,LEXUS,GS,grün mét.,Limousine,3456,Zuzwil,186 g/km,Occasion,F,7.9 l/100km,4,Hinterradantrieb,7,2006,Benzin/Elektro,296,schwarz,34000,"""Ab MFK""",5,Automat stufenlos
483,2400 Coupé,FIAT,Dino,grün mét.,Coupé,2418,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1972,Benzin,180,mehrfarbig,131000,"""Ab MFK""",4,Schaltgetriebe
484,323Ci,BMW,323,grün mét.,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,170,schwarz,140000,"""Ab MFK""",4,Automatik-Getriebe
485,SL 500,MERCEDES-BENZ,SL 500,grün mét.,Cabriolet,4966,Zuzwil,300 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,1999,Benzin,306,schwarz,16300,"""Ab MFK""",0,Automat
486,CLS 55 AMG,MERCEDES-BENZ,CLS 55 AMG,grün mét.,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,2,2006,Benzin,476,mehrfarbig,118300,"""Ab MFK""",4,Automat sequentiell
487,Corvette Z06,CHEVROLET,CORVETTE,anthrazit,Coupé,6162,Zuzwil,291 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2015,Benzin,660,schwarz,200,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Schaltgetriebe manuell
488,E 55 AMG Avantgarde,MERCEDES-BENZ,E 55 AMG,beige mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,6,1998,Benzin,354,schwarz,49900,"""Ab MFK""",5,Automat
489,TT,NSU,null,grün mét.,Limousine,1177,Zuzwil,null,Oldtimer,null,null,2,null,8,1972,Benzin,65,schwarz,10352,"""Ab MFK""",5,Schaltgetriebe
490,911 Turbo,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,2,2002,Benzin,420,schwarz,77600,"""Ab MFK""",4,Schaltgetriebe manuell
491,RS6 Avant 5.0 V10 quattro,AUDI,RS6,grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,grau,42500,"""Ab MFK""",5,Automat
492,S3 2.0 TFSI quattro,AUDI,S3,grün mét.,Limousine,1984,Zuzwil,217 g/km,Occasion,G,9.1 l/100km,3,Allrad,4,2010,Benzin,265,schwarz,34800,"""Ab MFK""",5,Schaltgetriebe manuell
493,NOVITEC,FERRARI,575M,grün mét.,Coupé,5748,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2003,Benzin,517,schwarz,14500,"""Ab MFK""",2,Automatik-Getriebe
494,Mondial 3.4 T,FERRARI,MONDIAL,grün mét.,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1992,Benzin,286,braun,56500,"""Ab MFK""",4,Schaltgetriebe manuell
495,Phaeton 6.0 W12 4Motion,VW,PHAETON,grün mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,anthrazit,43900,"""Ab MFK""",4,Automat sequentiell
496,CLK DTM AMG,MERCEDES-BENZ,null,grün mét.,Limousine,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2005,Benzin,582,schwarz,16660,"""Ab MFK""",2,Automatik-Getriebe
497,CLK 55 AMG Avantgarde,MERCEDES-BENZ,CLK 55 AMG,grün mét.,Cabriolet,5439,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,12,2003,Benzin,367,grau,23700,"""Ab MFK""",4,Automat
498,E 430 Avantgarde,MERCEDES-BENZ,E 430,grün mét.,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,2,1998,Benzin,279,beige,75000,"""Ab MFK""",5,Automat
499,CLS 63 AMG,MERCEDES-BENZ,CLS 63 AMG,beige mét.,Limousine,6209,Zuzwil,345 g/km,Occasion,G,14.5 l/100km,4,Hinterradantrieb,12,2008,Benzin,515,braun,19100,"""Ab MFK""",4,Automat sequentiell
500,CL 55 AMG,MERCEDES-BENZ,CL 55 AMG,grün mét.,Coupé,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,2,Hinterradantrieb,3,2001,Benzin,360,schwarz,50200,"""Ab MFK""",4,Automat
501,Alpina Look,BMW,323,grün mét.,Coupé,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,1982,Benzin,140,mehrfarbig,211000,null,5,Schaltgetriebe
502,406 Coupé 3.0 V6 Pack,PEUGEOT,406,grün mét.,Coupé,2946,Zuzwil,238 g/km,Occasion,G,10.0 l/100km,2,Vorderradantrieb,10,2003,Benzin,208,braun,72600,"""Ab MFK""",4,Schaltgetriebe manuell
503,CSI A,BMW,633,grün mét.,Coupé,3208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1977,Benzin,200,mehrfarbig,128600,"""Ab MFK""",4,Automatik-Getriebe
504,SLK 320,MERCEDES-BENZ,SLK 320,grün mét.,Cabriolet,3199,Zuzwil,267 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,5,2000,Benzin,218,schwarz,43200,"""Ab MFK""",2,Schaltgetriebe manuell
505,RS6 Avant 5.0 V10 quattro,AUDI,RS6,grün mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,mehrfarbig,45300,"""Ab MFK""",5,Automat
506,SL 500,MERCEDES-BENZ,SL 500,grün mét.,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2004,Benzin,306,anthrazit,7600,"""Ab MFK""",2,Automat sequentiell
507,CL 600,MERCEDES-BENZ,CL 600,grün mét.,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,5,2000,Benzin,367,anthrazit,29000,"""Ab MFK""",4,Automat
508,A6 2.8 Ambiente,AUDI,A6,grün mét.,Limousine,2771,Zuzwil,240 g/km,Occasion,null,10.0 l/100km,4,Vorderradantrieb,2,1998,Benzin,193,beige,94000,null,5,Automatik-Getriebe
509,ML 63 AMG 4Matic,MERCEDES-BENZ,ML 63 AMG,grün mét.,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2012,Benzin,525,braun,16500,"""Ab MFK"", ""Tuning""",5,Automatisiertes Schaltgetriebe
510,X5 4.4i,BMW,X5,beige mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,11,2000,Benzin,286,schwarz,40500,"""Ab MFK""",5,Automat sequentiell
511,SL 600,MERCEDES-BENZ,SL 600,grün mét.,Cabriolet,5987,Zuzwil,370 g/km,Occasion,null,15.5 l/100km,2,Hinterradantrieb,5,1996,Benzin,394,grün,12900,"""Ab MFK""",0,Automat
512,Turbo,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Allrad,2,2007,Benzin,800,schwarz,34000,"""Ab MFK"", ""Tuning""",2,Schaltgetriebe
513,Range Rover 4.6 HSE,LAND ROVER,RANGE ROVER,grün mét.,SUV / Geländewagen,4554,Zuzwil,398 g/km,Occasion,null,16.4 l/100km,5,Allrad,10,1998,Benzin,218,schwarz,70000,"""Ab MFK""",5,Automat
514,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,grün mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,anthrazit,33400,"""Ab MFK""",2,Automat
515,Alfasud 1.5 ti,ALFA ROMEO,ALFASUD,grün mét.,Limousine,1490,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,8,1981,Benzin,95,mehrfarbig,81900,"""Ab MFK""",5,Schaltgetriebe manuell
516,S 600,MERCEDES-BENZ,S 600,grün mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,394,schwarz,99500,"""Ab MFK""",4,Automat
517,246 GTS,FERRARI,Dino,grün mét.,Cabriolet,2400,Sursee,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,0,schwarz,5000,null,2,Schaltgetriebe
518,S8 4.2 quattro,AUDI,S8,grün mét.,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,7,1998,Benzin,340,beige,55000,"""Ab MFK""",5,Automatik-Getriebe
519,Corvette ZR1,CHEVROLET,CORVETTE,grün mét.,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,6,2009,Benzin,647,schwarz,6300,"""Ab MFK""",2,Schaltgetriebe manuell
520,911 GT2,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,12,2007,Benzin,700,schwarz,20900,"""Ab MFK""",2,Schaltgetriebe manuell
521,SL 500,MERCEDES-BENZ,SL 500,beige mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1996,Benzin,320,blau,34000,"""Ab MFK""",0,Automat
522,SL 63 AMG,MERCEDES-BENZ,SL 63 AMG,grün mét.,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,1,2009,Benzin,525,schwarz,84000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
523,null,RENAULT,Alpine A110,grün mét.,Coupé,1394,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1977,Benzin,84,schwarz,91000,"""Ab MFK""",2,Schaltgetriebe
524,F360 Spider,FERRARI,F360,grün mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2003,Benzin,400,schwarz,53600,"""Ab MFK""",2,Automatik-Getriebe
525,911 Turbo,PORSCHE,911,grün mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2004,Benzin,610,schwarz,47500,"""Ab MFK""",4,Schaltgetriebe manuell
526,M5,BMW,M5,grün mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2005,Benzin,503,schwarz,33600,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
527,9-3 2.0i-16 T SE,SAAB,9-3,grün mét.,Cabriolet,1985,Zuzwil,210 g/km,Occasion,G,8.8 l/100km,2,Vorderradantrieb,5,2003,Benzin,185,schwarz,138000,"""Ab MFK""",4,Schaltgetriebe manuell
