,carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,milage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
1024,Cabriolet,Silver,Occasion,,,Zuzwil,,Renault,1997,0.0,,SPORT SPIDER,Spider 2.0 16V TURBO,False,car,,6,l_km_consumption
1025,Coupé,Silver,Occasion,,,Zuzwil,,BMW,2006,0.0,,M6,M6,False,car,,11,l_km_consumption
1026,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2006,0.0,,CL 500,CL 500 Prime Edition,False,car,,10,l_km_consumption
1027,SUV,Silver,Occasion,,,Zuzwil,,Land Rover,2010,0.0,,RANGE ROVER,Range Rover 5.0 V8 SC,False,car,,10,l_km_consumption
1028,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1999,0.0,,M5,M5,False,car,,1,l_km_consumption
1029,Coupé,Silver,Restored,,,Zuzwil,,MG,1930,0.0,,null,M Roadster,False,car,,6,
1030,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,S 600,S 600 L,False,car,,1,l_km_consumption
1031,Limousine,Blue,Occasion,,,Zuzwil,,Jaguar,1999,0.0,,S-TYPE,S-Type 4.0 V8,False,car,,5,l_km_consumption
1032,Cabriolet,Silver,Occasion,,,Zuzwil,,Fiat,1974,0.0,,SPIDER,CSA Abarth,False,car,,7,
1033,Cabriolet,Silver,Occasion,,,Zuzwil,,Ferrari,2001,0.0,,F360,F360 Spider,False,car,,5,l_km_consumption
1034,Limousine,Silver,Occasion,,,Zuzwil,,Bmw-Alpina,1985,0.0,,5 SERIES,B7 (E28),False,car,,7,
1035,Cabriolet,Silver,Occasion,,,Zuzwil,,Rolls-Royce,2001,0.0,,CORNICHE,Corniche,False,car,,7,l_km_consumption
1036,Coupé,Silver,Occasion,,,Zuzwil,,Nissan,2007,0.0,,Skyline,R34 GTR,False,car,,1,
1037,Coupé,Silver,Occasion,,,Zuzwil,,Audi,1990,0.0,,QUATTRO,quattro Turbo 20V,False,car,,1,
1038,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2008,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,6,l_km_consumption
1039,Coupé,Silver,Occasion,,,Zuzwil,,Renault,1992,0.0,,ALPINE,Alpine A610 Turbo,False,car,,6,
1040,Cabriolet,Silver,Occasion,,,Zuzwil,,Audi,2012,0.0,,R8,R8 GT Spyder 5.2,False,car,,6,l_km_consumption
1041,Cabriolet,Silver,Occasion,,,Zuzwil,,Maserati,1995,0.0,,BITURBO,Biturbo Spyder E,False,car,,3,
1042,Cabriolet,Anthracite,Occasion,,,Zuzwil,,Lotus,2003,0.0,,ELISE,Elise,False,car,,10,l_km_consumption
1043,Cabriolet,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,2008,0.0,,SLK 350,SLK 350,False,car,,5,l_km_consumption
1044,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,CLK 320,CLK 320 Sport,False,car,,6,l_km_consumption
1045,Small Car,Silver,Occasion,,,Zuzwil,,Citroen,1986,0.0,,2CV,2CV6 Charleston,False,car,,7,
1046,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1998,0.0,,E 430,E 430 Avantgarde,False,car,,6,l_km_consumption
1047,Small Car,Silver,Occasion,,,Zuzwil,,Renault,2004,0.0,,CLIO,Clio 3.0 Sport V6,False,car,,11,l_km_consumption
1048,Coupé,Silver,Occasion,,,Zuzwil,,Renault,1981,0.0,,ALPINE,Alpine A310 V6,False,car,,12,
1049,Coupé,Silver,Occasion,,,Zuzwil,,Mclaren,2012,0.0,,12C,MP4-12C Coupé 3.8 V8,False,car,,4,l_km_consumption
1050,Cabriolet,Silver,Restored,,,Safenwil,,Triumph,1957,0.0,,TR3,null,False,car,,1,
1051,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,CL 55 AMG,CL 55 AMG,False,car,,11,l_km_consumption
1052,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,S 320,S 320,False,car,,3,l_km_consumption
1053,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1994,0.0,,SL 500,SL 500,False,car,,3,
1054,Limousine,Blue,Occasion,,,Zuzwil,,Bentley,2012,0.0,,CONTINENTAL,Continental FlyingSpur6.0,False,car,,5,l_km_consumption
1055,Cabriolet,Silver,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Carrera Cabrio,False,car,,2,l_km_consumption
1056,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,911 GT3,False,car,,3,l_km_consumption
1057,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2006,0.0,,535,535d,False,car,,1,l_km_consumption
1058,Cabriolet,Silver,Occasion,,,Zuzwil,,Rolls-Royce,2002,0.0,,CORNICHE,Corniche,False,car,,6,l_km_consumption
1059,Cabriolet,Silver,Occasion,,,Zuzwil,,Aston Martin,2004,0.0,,DB7,DB7 Vantage Volante,False,car,,4,l_km_consumption
1060,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,SL 500,SL 500,False,car,,10,l_km_consumption
1061,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1974,0.0,,2002,tii,False,car,,4,
1062,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1997,0.0,,750,750iL,False,car,,6,l_km_consumption
1063,Limousine,Silver,Occasion,,,Zuzwil,,Bentley,1999,0.0,,ARNAGE,Arnage Green Label,False,car,,6,l_km_consumption
1064,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2005,0.0,,M5,M5,False,car,,4,l_km_consumption
1065,Small Car,Blue,Occasion,,,Zuzwil,,Renault,2008,0.0,,CLIO,Clio 2.0 16V Sport,False,car,,2,l_km_consumption
1066,Cabriolet,Silver,New,,,Zuzwil,,Mercedes-Benz,2009,0.0,,SLK 200,SLK 200 Kompressor,False,car,,7,l_km_consumption
1067,Coupé,Silver,Occasion,,,Zuzwil,,BMW,2004,0.0,,M3,M3 CSL,False,car,,7,l_km_consumption
1068,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,5,l_km_consumption
1069,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2005,0.0,,M5,M5,False,car,,4,l_km_consumption
1070,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,6,l_km_consumption
1071,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,CL 600,CL 600,False,car,,2,l_km_consumption
1072,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1991,0.0,,SL 500,6.0 AMG,False,car,,3,
1073,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,S 65 AMG,S 65 AMG L,False,car,,1,l_km_consumption
1074,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2003,0.0,,RS6,RS6 Avant quattro,False,car,,3,l_km_consumption
1075,SUV,Silver,Occasion,,,Zuzwil,,Land Rover,1998,0.0,,DISCOVERY,Discovery 3.9,False,car,,7,l_km_consumption
1076,Cabriolet,Blue,Occasion,,,Sursee,,Chevrolet,1969,0.0,,CAMARO,null,False,car,,3,
1077,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2006,0.0,,M5,M5,False,car,,6,l_km_consumption
1078,Coupé,Silver,Occasion,,,Sursee,,Mercedes-Benz,1955,0.0,,300,300SL W198,False,car,,5,
1079,Limousine,Silver,Occasion,,,Zuzwil,,Fiat,2006,0.0,,STILO,Stilo 1.8 16V Swiss,False,car,,8,l_km_consumption
1080,Limousine,Silver,Occasion,,,Zuzwil,,Lancia,1978,0.0,,null,Monte Carlo 137 AS,False,car,,7,
1081,Limousine,Silver,Restored,,,Zuzwil,,Toyota,1972,0.0,,CARINA,Deluxe,False,car,,11,
1082,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1996,0.0,,E 320,E 320 Elégance,False,car,,12,l_km_consumption
1083,SUV,Silver,New,,,Zuzwil,,Porsche,2009,0.0,,CAYENNE,Cayenne S,False,car,,9,l_km_consumption
1084,Cabriolet,Silver,Occasion,,,Zuzwil,,BMW,2002,0.0,,M3,M3,False,car,,11,l_km_consumption
1085,Cabriolet,Silver,Occasion,,,Zuzwil,,BMW,2013,0.0,,650,650i xDrive,False,car,,1,l_km_consumption
1086,Coupé,Silver,Occasion,,,Zuzwil,,Chevrolet,2008,0.0,,CORVETTE,Corvette 6.2,False,car,,3,l_km_consumption
1087,Coupé,Blue,Occasion,,,Zuzwil,,Maserati,2002,0.0,,COUPÉ GT,Coupé GT,False,car,,6,l_km_consumption
1088,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,F360,F360 Modena Berlinetta,False,car,,5,l_km_consumption
1089,Coupé,Silver,Occasion,,,Zuzwil,,BMW,1996,0.0,,328,328i Coupé,False,car,,8,l_km_consumption
1090,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,S 65 AMG,S 65 AMG L,False,car,,1,l_km_consumption
1091,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,9,l_km_consumption
1092,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,1999,0.0,,F355,F355 Berlinetta,False,car,,5,l_km_consumption
1093,Limousine,Silver,Occasion,,,Zuzwil,,Volvo,2001,0.0,,S60,S60 2.4T,False,car,,4,l_km_consumption
1094,Coupé,Silver,Occasion,,,Zuzwil,,Chrysler,2000,0.0,,VIPER,Viper GTS,False,car,,12,l_km_consumption
1095,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,2000,0.0,,911,911 Turbo,False,car,,6,l_km_consumption
1096,SUV,Silver,Occasion,,,Zuzwil,,Porsche,2003,0.0,,CAYENNE,Cayenne Turbo,False,car,,1,l_km_consumption
1097,Coupé,Silver,Occasion,,,Zuzwil,,Ford,1986,0.0,,null,RS200 EVO Gruppe B,False,car,,8,
1098,Limousine,Blue,Occasion,,,Zuzwil,,Audi,2003,0.0,,A8,A8 4.2 quattro,False,car,,1,l_km_consumption
1099,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2010,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,3,l_km_consumption
1100,Limousine,Silver,Occasion,,,Zuzwil,,Porsche,2010,0.0,,PANAMERA,Panamera 4S 4.8,False,car,,11,l_km_consumption
1101,SUV,Silver,Occasion,,,Zuzwil,,BMW,2005,0.0,,X5,X5 4.4i,False,car,,8,l_km_consumption
1102,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2004,0.0,,SL 55 AMG,SL 55 AMG,False,car,,4,l_km_consumption
1103,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,10,l_km_consumption
1104,Limousine,Silver,Demonstration,,,Zuzwil,,Mercedes-Benz,2007,0.0,,E 320,E 320 CDI Avantgarde,False,car,,6,l_km_consumption
1105,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2000,0.0,,F360,F360 Modena Berlinetta,False,car,,11,l_km_consumption
1106,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,4,l_km_consumption
1107,Coupé,Silver,Occasion,,,Zuzwil,,Lamborghini,2010,0.0,,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,False,car,,5,l_km_consumption
1108,Limousine,Silver,Occasion,,,Zuzwil,,Porsche,2010,0.0,,PANAMERA,Panamera 4S 4.8,False,car,,5,l_km_consumption
1109,Limousine,Blue,Occasion,,,Zuzwil,,Jaguar,1997,0.0,,XJ,XJ 4.0 Sovereign,False,car,,3,l_km_consumption
1110,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2003,0.0,,S 600,S 600 L,False,car,,6,l_km_consumption
1111,SUV,Silver,Occasion,,,Zuzwil,,BMW,2001,0.0,,X5,X5 4.4i,False,car,,12,l_km_consumption
1112,SUV,Silver,Occasion,,,Zuzwil,,Land Rover,2006,0.0,,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,False,car,,5,l_km_consumption
1113,SUV,Silver,New,,,Zuzwil,,Porsche,2007,0.0,,CAYENNE,Cayenne Turbo S,False,car,,5,l_km_consumption
1114,SUV,Silver,Occasion,,,Zuzwil,,Porsche,2008,0.0,,CAYENNE,Cayenne Turbo,False,car,,4,l_km_consumption
1115,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2012,0.0,,M5,M5,False,car,,3,l_km_consumption
1116,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1999,0.0,,328,328i,False,car,,8,l_km_consumption
1117,Limousine,Silver,Occasion,,,Zuzwil,,BMW,2001,0.0,,330,330xi,False,car,,11,l_km_consumption
1118,SUV,Silver,Occasion,,,Zuzwil,,BMW,2000,0.0,,X5,X5 4.4i,False,car,,11,l_km_consumption
1119,Limousine,Silver,Restored,,,Zuzwil,,Bmw-Alpina,1980,0.0,,7 SERIES,B7 Turbo Limousine,False,car,,3,
1120,Cabriolet,Blue,Occasion,,,Zuzwil,,Maserati,2003,0.0,,SPYDER GT,Spyder GT,False,car,,3,l_km_consumption
1121,Cabriolet,Silver,Occasion,,,Zuzwil,,Porsche,2006,0.0,,CARRERA GT,Carrera GT,False,car,,12,l_km_consumption
1122,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2002,0.0,,RS6,RS6 Avant quattro,False,car,,8,l_km_consumption
1123,Limousine,Silver,Occasion,,,Zuzwil,,Nissan,1992,0.0,,SUNNY,Sunny 2.0 16V GTI-R,False,car,,2,
1124,Limousine,Silver,Occasion,,,Zuzwil,,Bmw-Alpina,2003,0.0,,3 SERIES,B3 3.3 S,False,car,,2,l_km_consumption
1125,Limousine,Silver,Occasion,,,Zuzwil,,Bentley,2003,0.0,,ARNAGE,Arnage T,False,car,,12,
1126,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,1999,0.0,,F355,F355 Berlinetta,False,car,,7,l_km_consumption
1127,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2007,0.0,,SLR,McLaren,False,car,,10,
1128,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,E 50 AMG,E 50 AMG Avantgarde,False,car,,2,l_km_consumption
1129,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,1995,0.0,,911,911 Turbo,False,car,,4,l_km_consumption
1130,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,2001,0.0,,911,911 Turbo,False,car,,6,l_km_consumption
1131,Station Wagon,Blue,Occasion,,,Zuzwil,,Mercedes-Benz,1997,0.0,,E 230,E 230 Elégance,False,car,,5,l_km_consumption
1132,Cabriolet,Silver,Occasion,,,Zuzwil,,Porsche,2004,0.0,,911,911 Turbo Cabrio,False,car,,9,l_km_consumption
1133,Limousine,Silver,Occasion,,,Zuzwil,,Audi,2006,0.0,,RS4,RS4 4.2 V8 quattro,False,car,,1,l_km_consumption
1134,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,1998,0.0,,F355,F355 Berlinetta,False,car,,7,l_km_consumption
1135,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2005,0.0,,CLS 500,CLS 500,False,car,,4,l_km_consumption
1136,Coupé,Silver,Occasion,,,Zuzwil,,Porsche,1983,0.0,,911,SC 3.0,False,car,,4,
1137,Coupé,Silver,Occasion,,,Zuzwil,,BMW,2005,0.0,,M6,M6,False,car,,7,l_km_consumption
1138,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 500,SL 500,False,car,,3,l_km_consumption
1139,Coupé,Silver,Occasion,,,Zuzwil,,Bentley,1995,0.0,,TURBO,null,False,car,,1,
1140,Cabriolet,Silver,Occasion,,,Zuzwil,,PGO,2008,0.0,,null,Cevennes,False,car,,5,
1141,Coupé,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2000,0.0,,CL 500,CL 500,False,car,,1,l_km_consumption
1142,Limousine,Blue,Occasion,,,Zuzwil,,BMW,2000,0.0,,M5,M5,False,car,,8,l_km_consumption
1143,Cabriolet,Silver,Occasion,,,Sursee,,Lamborghini,2014,0.0,,AVENTADOR,Aventador LP700-4 Rds,False,car,,1,l_km_consumption
1144,Cabriolet,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2002,0.0,,SL 55 AMG,SL 55 AMG,False,car,,3,l_km_consumption
1145,Coupé,Silver,Occasion,,,Zuzwil,,Renault,1984,0.0,,R5,Alpine Turbo,False,car,,8,
1146,Limousine,Silver,Occasion,,,Zuzwil,,Audi,2002,0.0,,A6,A6 2.4,False,car,,7,l_km_consumption
1147,Limousine,Silver,Occasion,,,Zuzwil,,BMW,1974,0.0,,2002,Turbo,False,car,,6,
1148,Limousine,Silver,Occasion,,,Zuzwil,,Mercedes-Benz,2010,0.0,,CLS 350,CLS 350 CGI,False,car,,1,l_km_consumption
1149,Coupé,Silver,Occasion,,,Zuzwil,,Lamborghini,1993,0.0,,DIABLO,Diablo 5.7 VT,False,car,,6,
1150,Station Wagon,Silver,Occasion,,,Zuzwil,,Audi,2009,0.0,,RS6,RS6 Avant 5.0 V10 quattro,False,car,,2,l_km_consumption
1151,Coupé,Silver,Occasion,,,Zuzwil,,Ferrari,2004,0.0,,612,612,False,car,,10,l_km_consumption
1152,SUV,Silver,Occasion,,,Zuzwil,,Porsche,2005,0.0,,CAYENNE,Cayenne Turbo,False,car,,12,l_km_consumption
